date,description,category,amount
2024-03-25,Food contain find development miss.,Other,1250.88
2023-07-09,Soldier security particularly able suddenly material.,Subscriptions,4071.16
2022-05-20,Identify argue popular action language.,Subscriptions,97.79
2022-06-17,Prevent day the explain.,Food,1252.45
2023-08-04,Use health lot money play.,Food,4888.13
2022-09-28,World citizen particularly anything respond data rich.,Utilities,2327.52
2023-09-07,Choose north low himself.,Entertainment,2727.78
2022-06-14,Rock short cell sell speech.,Other,1290.03
2024-02-14,Control class whom through country.,Utilities,346.81
2024-03-13,Finally we short base stuff.,Transportation,2402.94
2023-06-09,Available community simple people perhaps.,Billbox,2427.83
2023-05-28,Station work per.,Transportation,2243.59
2023-08-13,Eat wife through air.,Utilities,4841.24
2023-07-18,Tax effort nice.,Transportation,3164.89
2023-11-12,Least maybe clear kitchen above lay.,Shopping,656.58
2023-04-24,Economy power responsibility.,Shopping,3741.45
2023-03-18,Politics discover ago.,Other,87.2
2022-09-25,You daughter material.,Billbox,828.4
2024-04-27,Give expect model which state.,Shopping,3143.12
2023-10-28,But least attorney.,Billbox,3164.19
2022-12-23,Ball hear continue.,Personal Care,3285.39
2023-02-21,Result change newspaper.,Transportation,3602.84
2023-08-07,Use face thought mouth billion medical.,Personal Care,469.81
2023-11-26,Specific sign authority example there box.,Entertainment,2443.21
2024-02-10,Former project no.,Entertainment,4270.69
2023-02-09,Professional place right.,Personal Care,1822.72
2023-09-02,Actually box town yeah property.,Other,2804.49
2024-04-28,Up free interesting quality.,Utilities,379.28
2023-06-19,I add simple.,Transportation,3951.06
2023-03-14,Offer customer lead myself student.,Personal Care,3715.02
2023-02-05,Bar risk church drive.,Shopping,1193.29
2023-05-12,Hit stock thus clear.,Other,1114.32
2023-10-24,Move strong form.,Billbox,3510.97
2023-04-01,You throughout section.,Billbox,4529.06
2023-09-13,During first job.,Other,2554.6
2022-06-02,Feel others break customer very ask.,Billbox,548.91
2023-11-19,Push threat experience fire wife.,Food,189.36
2023-10-06,He such result.,Billbox,3231.28
2023-04-22,In not until throw national old.,Transportation,3239.02
2023-12-16,Officer create paper player shoulder.,Other,2369.2
2023-02-08,Value risk old cold first.,Shopping,2192.51
2023-07-13,To consumer the method such.,Food,1474.03
2022-12-31,Present whom brother reality my summer.,Utilities,2355.01
2022-10-15,Leader evidence message need in man.,Billbox,4023.2
2023-03-21,Person rest way guess arm.,Shopping,2659.0
2023-01-17,Bit stand modern from billion no.,Transportation,2446.53
2023-09-25,Ability professor move trouble western could.,Shopping,4257.82
2022-09-09,Edge film organization current wear teacher.,Utilities,197.86
2022-07-18,Among rather organization.,Entertainment,3846.67
2023-11-20,Detail class training world.,Subscriptions,1722.19
2023-08-09,Far smile term.,Food,1199.24
2023-06-14,Deep better threat suddenly degree.,Utilities,2070.67
2022-09-04,Speak whom yourself.,Transportation,2811.56
2023-04-27,Specific material agree.,Shopping,1138.85
2023-07-19,Finish guy structure school today.,Other,4534.77
2022-08-15,Could at of area yes significant.,Shopping,3645.23
2023-04-22,Factor debate worker more.,Shopping,4307.66
2022-09-25,Kid agreement many can interest you.,Personal Care,652.11
2023-03-29,Laugh next suffer spend increase.,Transportation,2392.84
2023-03-12,Cold recently account.,Other,3017.19
2023-07-28,Though direction baby agent chance send.,Other,375.12
2023-08-04,Group bill skin employee.,Subscriptions,1488.96
2024-05-01,Ground sit position century.,Billbox,4431.36
2023-05-23,Trip may sister woman like.,Entertainment,3320.81
2022-11-14,First stuff article factor think.,Billbox,3551.38
2023-07-14,Three realize page report well.,Shopping,3605.73
2023-10-20,Bad nothing stock sit score.,Shopping,2625.45
2024-01-05,Arrive drug shake current training commercial.,Food,2645.1
2023-02-02,When happen anything contain serve energy.,Transportation,1381.31
2024-02-23,Customer world measure seem begin watch read.,Personal Care,2469.9
2022-08-25,Force goal beat ready sell itself.,Food,4659.04
2022-08-18,Assume step save look region understand.,Food,3782.43
2023-12-06,Place resource everybody PM sort.,Personal Care,738.8
2022-07-02,Book student worry bad put.,Billbox,159.79
2023-11-30,Alone loss simply organization join seek.,Transportation,1024.11
2024-02-12,True artist some just.,Other,1682.13
2024-02-15,Because thing adult whatever expert box.,Utilities,1061.99
2023-03-29,Nature theory build act.,Transportation,354.22
2023-05-12,Beat car senior special would never.,Other,406.94
2023-05-26,Level tax stand also.,Transportation,1710.24
2022-12-19,Itself technology whole box focus investment.,Entertainment,3944.01
2023-09-27,Wall gas to.,Subscriptions,155.4
2023-03-11,Yet page truth.,Entertainment,136.34
2023-09-15,Fast spring leave science.,Billbox,2389.53
2022-11-06,Your up part world good over.,Utilities,4443.14
2024-02-05,Such of always ok own opportunity.,Billbox,4343.22
2022-09-23,Travel ability while least key note.,Billbox,4352.41
2023-12-26,Help operation recognize record learn whom.,Shopping,3872.47
2023-03-02,College one fund art health teach.,Shopping,1446.52
2024-01-12,Laugh this very soldier.,Subscriptions,4178.85
2023-11-26,Area ask through occur contain.,Personal Care,4046.14
2023-02-07,Blue step fish force.,Shopping,2016.5
2023-09-26,Mind edge race world.,Entertainment,3720.49
2023-10-30,Total education always continue page.,Transportation,3600.6
2023-10-01,Coach above compare.,Personal Care,3104.99
2022-06-29,Marriage field phone.,Personal Care,3188.09
2023-05-26,Wish control have company hot place.,Billbox,2650.87
2023-12-11,Trouble traditional build above rock.,Food,107.24
2023-07-27,See her skin vote bag policy.,Shopping,958.49
2022-09-17,Prevent director party imagine.,Entertainment,3728.2
2023-11-24,First serve size receive.,Other,3392.39
2022-09-05,Discussion room hair because.,Billbox,1878.44
2022-06-20,Surface better building.,Personal Care,200.13
2023-01-02,Court record force.,Utilities,1701.89
2023-07-25,Ability require bar Mr.,Shopping,850.83
2023-12-05,Recently magazine somebody pretty pull item.,Transportation,4328.19
2022-08-06,Pass thousand recognize.,Billbox,1193.3
2024-04-18,Skin seek race figure manager source.,Other,1868.91
2022-12-17,Pick those sit bill.,Utilities,3791.78
2023-01-06,Ok tonight high four not music.,Other,1968.59
2022-08-29,Magazine quality describe common.,Subscriptions,3211.02
2024-02-20,Former young scene even general husband.,Billbox,2080.41
2023-11-16,So remember last trial now college.,Entertainment,762.26
2023-05-12,During person federal.,Other,2430.17
2022-09-12,Wife month scientist doctor way.,Shopping,2902.62
2022-09-28,Sort others trial share camera against.,Other,1821.62
2022-12-08,Change very create mission.,Subscriptions,1819.51
2023-12-25,Speech top people develop.,Subscriptions,3817.54
2024-01-15,Important phone buy stock.,Other,3738.46
2022-05-17,Finally day husband than.,Shopping,4934.12
2023-07-24,Candidate TV tonight economic consumer.,Utilities,4847.36
2022-09-09,Civil red minute once arrive simple.,Billbox,667.11
2022-07-30,Add away model.,Personal Care,1175.41
2022-12-13,Somebody rise generation daughter food reality.,Utilities,935.4
2022-08-27,Theory myself who camera town type right.,Entertainment,3838.32
2022-12-04,Despite what majority.,Other,2059.23
2022-12-20,Next section nature.,Billbox,353.29
2022-11-12,Entire nor plan.,Utilities,3783.55
2022-07-16,Discussion stay focus.,Billbox,4943.23
2024-03-04,Hand value large explain also have.,Entertainment,4024.13
2022-07-21,Result international close.,Entertainment,3732.72
2022-08-29,Nothing tree drive probably.,Transportation,3327.64
2022-11-21,Bar eight yeah author radio.,Other,3905.85
2023-06-12,Already listen real right somebody account.,Personal Care,2142.75
2024-02-04,Since door dream become consumer beautiful.,Entertainment,1333.39
2022-09-15,School trial seem ready.,Subscriptions,1338.07
2024-03-18,Boy television baby large.,Other,3469.9
2024-04-23,Those cell gun may policy.,Entertainment,3892.36
2023-01-30,Simple often must politics yourself recent.,Entertainment,2891.26
2023-10-09,Health five reach write individual.,Personal Care,4520.76
2024-01-10,Trade thousand treat American finally guess.,Personal Care,1481.78
2023-06-26,Human thousand conference successful if loss.,Utilities,3776.42
2022-11-29,Size begin party push.,Entertainment,1068.87
2024-01-03,Just answer significant pretty never.,Utilities,1560.03
2023-05-22,Law son may.,Personal Care,453.64
2023-09-18,Sound and inside especially all heart.,Personal Care,1797.87
2022-07-10,Measure miss wide suddenly about create.,Utilities,4402.87
2024-02-25,Great finally share.,Food,64.21
2023-10-30,Write give water chance.,Entertainment,886.93
2023-08-17,Grow professor despite degree agree must.,Shopping,3961.64
2023-02-21,Top firm red.,Entertainment,318.22
2022-08-08,Shake floor such above paper case.,Utilities,2988.84
2024-01-23,Sport out quickly.,Other,4101.87
2024-04-05,Our ago media official.,Other,3589.73
2024-02-07,Protect market news.,Food,3501.52
2024-01-31,Today whether particularly.,Transportation,1938.33
2023-01-06,He commercial history yard far.,Subscriptions,3376.55
2023-04-16,Listen support site why production.,Utilities,4849.13
2024-03-27,Mission with front Democrat clearly model.,Shopping,4056.61
2023-10-15,Weight word deal wonder.,Entertainment,1401.32
2024-02-15,Become expert unit continue early.,Other,3401.73
2023-09-11,Within do economy country present.,Utilities,290.04
2022-10-15,Case although history main American.,Shopping,3496.33
2023-05-05,Pick interesting single class along.,Other,4373.47
2023-10-07,These feel something drug its sometimes.,Personal Care,2137.71
2023-12-26,Behind create firm young modern.,Utilities,2313.4
2023-03-29,Improve meeting call measure those.,Utilities,4352.94
2023-11-22,Sense often this his political.,Entertainment,3908.87
2024-02-29,National when class alone deep interesting.,Billbox,1239.92
2022-05-30,Go grow drive.,Utilities,611.93
2022-09-25,Site product once woman response nothing.,Utilities,2027.91
2023-03-09,Make upon thousand.,Food,4086.87
2022-08-11,Room peace this wait more when.,Shopping,221.9
2023-11-14,Arrive me positive PM same experience.,Billbox,587.41
2022-09-13,Explain notice indeed help.,Personal Care,2399.4
2023-02-08,Some recognize focus pick free worry.,Personal Care,2435.3
2023-07-08,Song any check.,Transportation,3963.75
2023-09-30,Account computer condition require ten.,Billbox,2091.72
2022-08-07,Perhaps continue page.,Personal Care,2822.91
2023-04-10,Future develop still occur so authority.,Subscriptions,1613.22
2023-08-30,Design usually either bag close.,Other,2030.55
2022-05-07,Sure medical experience simply why help.,Food,998.03
2023-02-21,Eye choice receive.,Billbox,3517.5
2023-12-25,Street maintain imagine measure.,Transportation,3846.26
2023-02-03,Deal feeling discuss statement.,Shopping,4887.59
2024-02-05,Heart increase child environment worry.,Food,292.27
2024-02-16,Research art goal try.,Shopping,262.07
2022-10-20,Take possible stay team.,Shopping,2050.02
2023-10-29,Avoid second left them.,Billbox,3728.78
2023-06-26,Success between and mouth.,Transportation,2796.85
2023-04-29,Unit respond agent hundred call education.,Other,596.29
2023-09-04,Should always environment avoid.,Transportation,4441.63
2023-12-05,Party provide glass improve suddenly run.,Other,944.9
2022-10-20,Machine road few coach.,Transportation,974.51
2022-11-05,Ready table author.,Entertainment,1886.95
2023-10-24,Store stand return lay wait research.,Personal Care,3280.94
2022-08-27,Education shake I.,Transportation,2170.34
2024-01-12,Not much resource.,Shopping,3448.38
2024-04-08,Pressure evening team choice.,Food,2542.69
2023-03-14,Store raise wall deal represent future.,Other,2130.14
2024-02-22,Subject improve deal will order out.,Other,4454.27
2022-05-22,Subject inside stage.,Other,3679.48
2024-01-16,My paper building occur above choice.,Shopping,2744.28
2023-10-08,Product successful ground detail peace run.,Transportation,3819.59
2022-05-30,Fill mother single health kitchen its.,Personal Care,4172.12
2022-10-02,Apply allow matter with probably Republican.,Subscriptions,257.64
2022-11-23,Win cold reduce box.,Other,592.65
2022-06-23,Why citizen easy special scientist.,Subscriptions,3542.48
2022-12-17,Class study college identify fly cultural.,Shopping,3225.47
2023-05-09,Nation activity place national.,Utilities,63.65
2024-04-15,Thing skill bed.,Personal Care,543.93
2023-02-18,Movement show sell last whose at.,Entertainment,2751.86
2022-10-09,Determine worker late perhaps.,Other,2473.88
2022-06-15,Sense operation he relationship vote.,Personal Care,2710.11
2022-10-16,Green foreign paper way son.,Transportation,4141.97
2024-03-18,Base factor have put shake whom.,Billbox,3558.98
2023-04-12,Walk if sing nothing.,Utilities,2267.33
2024-02-14,Pretty last none general.,Personal Care,3752.9
2023-08-31,Animal military energy fund common generation.,Subscriptions,1495.55
2022-11-09,Unit degree individual assume left.,Billbox,612.9
2022-12-04,Mean name traditional other class close.,Personal Care,322.2
2022-07-22,Available partner table involve visit.,Other,2588.35
2023-08-20,Short next drug.,Utilities,3295.71
2023-10-28,Article officer explain art product quite.,Other,4238.25
2024-04-28,Yourself if face.,Shopping,4827.35
2023-10-09,I course move you course as.,Entertainment,1935.76
2022-12-08,Professional pull have store water.,Shopping,1067.11
2022-07-30,Believe professor whatever range.,Personal Care,2011.88
2023-04-24,Name federal style thousand money consider.,Shopping,43.34
2022-07-14,Budget want important remember one pay.,Utilities,1834.55
2024-01-14,Use charge move.,Shopping,2660.31
2023-06-23,Education event soldier cost.,Subscriptions,931.31
2022-12-24,Effect throughout everyone.,Transportation,2189.23
2022-07-24,Attack pressure fish local body.,Other,134.22
2024-03-24,Clearly white everybody agree.,Utilities,2887.71
2022-11-26,Minute commercial fire participant collection.,Transportation,3564.96
2023-03-30,There what type once.,Shopping,3881.88
2023-08-07,Production capital agree tend manage might.,Food,2921.44
2022-08-26,Everyone push what some expert their.,Transportation,4053.82
2022-10-27,Group involve forget culture.,Subscriptions,293.49
